"";"text";"created_at";"screen_name";"status_id";"favorite_count";"retweet_count";"hashtags";"is_retweet";"is_quote"
"10923";" tennis  
Edmund 7-6(0) 3-6 2-3 Basilashvili *

Bit better from Edmund - but needs to put more pressure on to peg him back

LIVE BLOG  right arrow  ";"2018-01-19 02:02:08";"britwatchsports";"954172090344644609";0;0;"AusOpen";FALSE;FALSE
"10924";"If it were any hotter in Melbourne, they'd burst into flames.   ";"2018-01-19 02:01:56";"GettySport";"954172040805789696";21;4;"AusOpen";FALSE;FALSE
"10925";"@emirates @AustralianOpen Ireland #EmeritesReturn Loving the  live on #TEN";"2018-01-19 02:01:44";"AmyandColin";"954171990583132160";0;0;"EmeritesReturn AusOpen TEN";FALSE;FALSE
"10926";"Kumkhum nails an ace to easily hold for a 4-3 lead in the final set.

 ";"2018-01-19 02:01:44";"FSAsiaLive";"954171989983313921";2;2;"AusOpen";FALSE;FALSE
"10927";"Waiting for #svitolina's match, its 39C now! #ausopen";"2018-01-19 02:01:36";"hoanlam";"954171956030418946";0;0;"svitolina ausopen";FALSE;FALSE
"10928";"Its 2-2 1st set Muller vs Busta ";"2018-01-19 02:01:35";"Romaine55";"954171952280850432";0;0;"AusOpen";FALSE;FALSE
"10929";" Rod Laver Arena  sun  grinning face with sweat  ";"2018-01-19 02:01:16";"imz25_";"954171871540346880";3;0;"AusOpen";FALSE;FALSE
"10930";"Well, of course there are people dressed up as tennis balls skipping outside the courts at the Australian Open. ";"2018-01-19 02:01:00";"redcrew";"954171803995398144";1;0;"AusOpen";FALSE;FALSE
"10931";"The  third round begins tonight. Find out whos playing tonight on ESPN2 at  ";"2018-01-19 02:00:58";"SonOfTheBronx";"954171796714082306";0;0;"AusOpen";FALSE;FALSE
"10932";"Where Do Most Australian Tennis Aces Come From?

#VermontACE #NetWorldSports  #Tennis #Aces #WesternAustralia #Queensland #NewSouthWales #Victoria #SouthAustralia ";"2018-01-19 02:00:40";"Vermont_Tennis";"954171721300480006";0;0;"VermontACE NetWorldSports AusOpen Tennis Aces WesternAustralia Queensland NewSouthWales Victoria SouthAustralia";FALSE;FALSE
"10933";"I hope @kyle8edmund wins but am switching now to the muller vs busta match ";"2018-01-19 02:00:21";"Romaine55";"954171640568537088";0;0;"AusOpen";FALSE;FALSE
"10934";"In all my years of watching the Australian Open, I have never seen a day schedule boring like this. Id rather go to sleep early than watch Australian Open coverage today  face with tears of joy  ";"2018-01-19 02:00:19";"KruiseKontrol3";"954171631034826752";0;0;"AusOpen";FALSE;FALSE
"10935";"Too many chances passed up in that game by Edmund. When do you start feeling it might not be your day?  #bbctennis";"2018-01-19 02:00:15";"JStevo21";"954171615083933696";0;0;"AusOpen bbctennis";FALSE;FALSE
"10936";"There are two big beneficiaries from the results of the  second round, according to @MaddyFriend27. READ: ";"2018-01-19 02:00:01";"TheRoarSports";"954171555222773761";0;0;"AusOpen";FALSE;FALSE
"10937";"Can Rafael #Nadal claim a second  title in 2018- he's certainly started like he means business!

Follow Rafa's path to potential Melbourne glory here &gt;&gt;&gt;  ";"2018-01-19 02:00:00";"livetennis";"954171552861388801";5;5;"Nadal AusOpen";FALSE;FALSE
"10938";"Edmund tries to retrieve the break, but Basilashvili mounts a stern defence, and holds. 3-1 to the Georgian in the 3rd set. ";"2018-01-19 01:59:54";"UbiTennisEng";"954171529251708928";0;0;"AusOpen";FALSE;FALSE
"10939";"Keep your cool at the tennis today by stopping by the misting fans located in and around Grand Slam Oval and Garden Square  snowflake 

 ";"2018-01-19 01:59:44";"AustralianOpen";"954171485408542721";75;21;"AusOpen";FALSE;FALSE
"10940";"Really big missed chance their to break back for Edmund ";"2018-01-19 01:59:43";"LeeFergusson";"954171481671524352";0;0;"AusOpen";FALSE;FALSE
"10941";"15 year old Ukrainian Marta Kostyuk is definitely the fairy tale story of this  so far but faces her sternest test yet against fellow countrywoman Svitolina. Whatever happens her bank balance &amp; ranking won't look like this for much longer! hugging face  ";"2018-01-19 01:59:43";"JAbetOfficial";"954171480434266112";1;0;"AusOpen";FALSE;FALSE
"10942";"@kyle8edmund could not break however his down in the 3rd 1-3 ";"2018-01-19 01:59:42";"Romaine55";"954171478613856256";0;0;"AusOpen";FALSE;FALSE
"10943";"Moving the Australian Open to beat the heat will do more harm than good   via @smh - the extreme heat policy is too extreme. If it's about fairness for all players then have all the outside courts with shade. #ausopen";"2018-01-19 01:59:35";"hoanlam";"954171449580830721";0;0;"ausopen";FALSE;FALSE
"10944";"If you think its hot at the @AustralianOpen (currently 38C), its currently 43C (109F) at the @tourdownunder! And there's still 70+km left with multiple climbs!! #TDU #ausopen #superhumanefforts";"2018-01-19 01:59:35";"SportsGuyAus";"954171449127784448";2;0;"TDU ausopen superhumanefforts";FALSE;FALSE
"10945";"That's one sick point by Kumkhum! ";"2018-01-19 01:59:26";"AmishNDAhaus";"954171411576311811";0;0;"AusOpen";FALSE;FALSE
"10946";"Should have taken one of them chances Kyle ";"2018-01-19 01:59:19";"toffeeman71";"954171380999819265";0;0;"AusOpen";FALSE;FALSE
"10947";"Basilashvili saves 4 BP and goes 6-7 6-3 3-1 up on Edmund ";"2018-01-19 01:59:12";"TheTennisTalker";"954171350196899840";0;0;"AusOpen";FALSE;FALSE
"10948";"KumKhum is playing Martic. I wonder if shes a grunter when plays and does she scream after winning a match ";"2018-01-19 01:59:03";"sumdeviant";"954171313207132160";0;0;"AusOpen";FALSE;FALSE
"10949";"Its FRI-YAY!
#Phat Franks will be open all night during the Pop up Park.
Serving loaded #fries, #COLD phat shakes &amp; #donuts
Anthony Callea playing in Station Place from 6pm
Don't miss out! #summer #werribee #burgers #food #melbourne #west #bbq #blog #vibes #nom #park  ";"2018-01-19 01:58:52";"phatfranks";"954171269435465728";1;0;"Phat fries COLD donuts summer werribee burgers food melbourne west bbq blog vibes nom park AusOpen";FALSE;FALSE
"10950";"Our  Night Special features Australia's last remaining hope in the men's draw, Nick Kyrgios against former Finalist Jo Wilfried Tsonga. Market:  ";"2018-01-19 01:58:34";"crownbet";"954171193321512960";1;0;"AusOpen";FALSE;FALSE
"10951";"#Twitter too busy with #sports #Celebrities #Entertainment  you name it than to PAY ATTENTION to THIS  backhand index pointing down  backhand index pointing down  #WakeUpAmerica ";"2018-01-19 01:58:22";"pamnsc";"954171143501598725";0;1;"Twitter sports Celebrities Entertainment AusOpen WakeUpAmerica";FALSE;TRUE
"10952";"Here for the Barty party!!!  Australia  #ausopen ";"2018-01-19 01:58:20";"sumshel";"954171131698626561";0;0;"ausopen";FALSE;TRUE
"10953";"#VamosRafa later today  ";"2018-01-19 01:57:43";"RAFAddicted";"954170977553969152";5;1;"VamosRafa AusOpen";FALSE;FALSE
"10954";"The latest Jackson Trophies Sports Round Up!  #ausopen #nba";"2018-01-19 01:57:40";"JacksonTrophies";"954170967546351616";0;0;"ausopen nba";FALSE;FALSE
"10955";"#Martic looked to her box, got the nod to challenge, challenged..
Consistency lacking with the referees in applying the challenge rules..
";"2018-01-19 01:57:36";"MertovsTDesk";"954170948248317952";0;0;"Martic AusOpen";FALSE;FALSE
"10956";"Ladies doing it for themselves  flexed biceps #ausopen #EmiratesReturn ";"2018-01-19 01:57:19";"Chez2790";"954170877670670336";0;0;"ausopen EmiratesReturn";FALSE;FALSE
"10957";"Break point for @kyle8edmund ";"2018-01-19 01:56:52";"Romaine55";"954170765586452481";0;0;"AusOpen";FALSE;FALSE
"10958";"The current temperature in Melbourne is way more fun when measured in Fahrenheit. 

 ";"2018-01-19 01:56:42";"ladbrokescomau";"954170720933707776";3;0;"AusOpen";FALSE;FALSE
"10959";"Can anyone tell me why a match featuring players ranked 89th and 125th was scheduled on centre court? ";"2018-01-19 01:56:33";"jamiedmurphy";"954170685659660288";1;0;"AusOpen";FALSE;FALSE
"10960";"lol Eva.. bad call #ausopen";"2018-01-19 01:56:25";"WTAAddict";"954170652663070720";0;0;"ausopen";FALSE;FALSE
"10961";"It's fun to say 'Me gusta Busta' even though 'No me gusta Busta'. ";"2018-01-19 01:56:16";"srewats";"954170614389997569";0;0;"AusOpen";FALSE;FALSE
"10962";"Basilashvili Davis Cup Tblisi. Look it up ";"2018-01-19 01:55:38";"TheTennisTalker";"954170454717227008";1;0;"AusOpen";FALSE;FALSE
"10963";"Why cant  put mist machines on courts? Or at player chairs? Water would likely evaporate before hitting ground. Would help linesppl &amp; ballkids, too. @jon_wertheim";"2018-01-19 01:55:16";"MeganFernandez7";"954170363281379329";0;0;"AusOpen";FALSE;FALSE
"10964";"Watched Thiems match where I left off vs Kudla. That was a hell of a match, but Domi never gave up, stayed poised and found a way to turn it around. And the commentator was Wayne Ferreira, he was spot on!! #thiem #ausopen";"2018-01-19 01:55:16";"cantonsoup";"954170362694074368";13;2;"thiem ausopen";FALSE;FALSE
"10965";"I swear to god there are court assistants sweeping up dead bugs off the court that literally dropped dead in this heat #ausopen";"2018-01-19 01:54:49";"universe93";"954170247694569472";0;0;"ausopen";FALSE;FALSE
"10966";"Net help! Edmund! ";"2018-01-19 01:54:45";"TheTennisTalker";"954170232825839616";0;0;"AusOpen";FALSE;FALSE
"10967";"Busta vs Muller i hope busta wins   Spain  thumbs up  flexed biceps ";"2018-01-19 01:54:30";"Romaine55";"954170170771214339";0;0;"AusOpen";FALSE;FALSE
"10968";"Tennis players: who the fuck is he 

 ";"2018-01-19 01:54:26";"alekoisawesome";"954170153544990721";2;0;"AusOpen";FALSE;TRUE
"10969";"The third set is getting very tense!

Kumkhum holds for a 3-2 lead midway through this decider.

 ";"2018-01-19 01:54:20";"FSAsiaLive";"954170125501972480";1;0;"AusOpen";FALSE;FALSE
"10970";"Why am I watching doubles right now? I love tennis but damn, watching doubles is so boring.
";"2018-01-19 01:54:17";"Philthetrench";"954170112289853440";2;0;"AusOpen";FALSE;FALSE
"10971";"Huge hold Kumkhum. Games like that usually decide a match. Martic will regret her missed chances #ausopen";"2018-01-19 01:54:15";"WTAAddict";"954170105943871490";1;0;"ausopen";FALSE;FALSE
"10972";"42 degree heat. 42 degrees just shouldn't even exist. #Heat ";"2018-01-19 01:54:10";"SandZ0305";"954170083877662720";0;0;"Heat AusOpen";FALSE;FALSE
"10973";" smirking face  smirking face  exercise routine follow me and I follow you, I am looking for new people add me  nose  skull  footprints  eyes  angry face with horns  goblin 
 
#SIGUEMEYTESIGO 
#PaisaEnTColombia 
#Espana 
#ItagueiEsPaolo 
#NocheDeCartel ";"2018-01-19 01:54:04";"AlbertRafaelTe1";"954170058393169920";1;0;"AusOpen SIGUEMEYTESIGO PaisaEnTúColombia Espana ItagueiEsPaolo NocheDeCartel";FALSE;FALSE
"10974";"That was a huge hold from Kumkhum, saving multiple break points, that'll give the Thai a huge psychological boost in this deciding set ";"2018-01-19 01:53:46";"JAbetOfficial";"954169984758009861";0;0;"AusOpen";FALSE;FALSE
"10975";"@Bryanbros and @Bryanbrothers break on Hisense! #legends #103degrees  ";"2018-01-19 01:53:40";"ebutorac";"954169957662838784";1;0;"legends 103degrees AusOpen";FALSE;FALSE
"10976";"Oh this 3rd set #Kumkhum - Martic delivering exciting points @ Rod Laver Arena :)
#WTA
";"2018-01-19 01:53:09";"mulirocks";"954169829946200065";0;0;"Kumkhum WTA AusOpen";FALSE;FALSE
"10977";"Heat is on as Rafa and Wozniacki headline day 5 at , Our preview of the action, with players to endure temperatures hitting 42 degrees Celsius   ";"2018-01-19 01:52:54";"AFP_Sport";"954169767383805952";5;5;"AusOpen";FALSE;FALSE
"10978";"#Bryan Brothers Productions presents

Man getting hit by tennis ball...  tennis 

 ";"2018-01-19 01:52:42";"AustralianOpen";"954169714023940096";73;19;"Bryan AusOpen";FALSE;FALSE
"10979";"You should keep Jelena Dokic and John McEnroe in mind next time Nick Kyrgios rubs you the wrong way, writes Alana Schetzer:   ";"2018-01-19 01:52:06";"theheraldsun";"954169565759582208";3;2;"AusOpen";FALSE;FALSE
"10980";"@kyle8edmund not looking his best today un force errors and all ";"2018-01-19 01:52:00";"Romaine55";"954169541214572545";0;0;"AusOpen";FALSE;FALSE
"10981";"SPorts UpDates  #ausopen #afc";"2018-01-19 01:51:54";"ClubOfInfoSPUD";"954169512412241921";0;0;"ausopen afc";FALSE;FALSE
"10982";"#NoleFam is very proud of you @DjokerNole  grinning face  !!! What a win  smiling face with heart-eyes  !!!  #HotStuff  see-no-evil monkey  #Idemo  flexed biceps  #Ajde  oncoming fist  #BringTheLove  red heart  red heart  red heart  ";"2018-01-19 01:51:41";"vbarrientosc";"954169460973334528";30;1;"NoleFam AusOpen HotStuff Idemo Ajde BringTheLove";FALSE;FALSE
"10983";"Dropped into the  yesterday to see my girlfriend lauragreenhalgh in the Frozen Disney ";"2018-01-19 01:51:38";"joshmulheran";"954169446742011904";5;1;"AusOpen";FALSE;FALSE
"10984";"Finally Edmund holds. Come on Kyle! ";"2018-01-19 01:51:38";"JStevo21";"954169445198462977";0;0;"AusOpen";FALSE;FALSE
"10985";" Is Rod Laver Arena air conditioned????";"2018-01-19 01:51:35";"IanGorton";"954169434553204736";0;0;"AusOpen";FALSE;FALSE
"10986";"At last Edmund wins a game to stop the rot against Basilashvili. ";"2018-01-19 01:51:28";"LeeFergusson";"954169404241207296";0;0;"AusOpen";FALSE;FALSE
"10987";"From Federer highs to Muguruza lows, there were the #ausopen moments that got you tweeting on Day 4. #7Tennis ";"2018-01-19 01:51:26";"7tennis";"954169397643419649";30;15;"ausopen 7Tennis";FALSE;FALSE
"10988";"Tennys Sandgren v Stan Wawrinka match highlights (2R) | Australian Open ...  via @YouTube
#Tennis ";"2018-01-19 01:51:25";"liquid_mind102";"954169394258698241";0;0;"Tennis AusOpen";FALSE;FALSE
"10989";" tennis  
Edmund 7-6(0) 3-6 1-2 Basilashvili *

Edmund at least gets on the board... 

LIVE BLOG  right arrow  ";"2018-01-19 01:51:01";"britwatchsports";"954169291028381697";1;0;"AusOpen";FALSE;FALSE
"10990";"That'll help. Edmund secures his first game in eight with a love service hold. Basilashvili still with the break in this third set. ";"2018-01-19 01:50:47";"UbiTennisEng";"954169235286130689";0;0;"AusOpen";FALSE;FALSE
"10991";"Debate around #AusoPen heat rages on: @LeoSchlink  on why @rogerfederer was right but highlights duty of care. Great read ";"2018-01-19 01:50:47";"EmilyBenammar";"954169232270409729";4;2;"AusoPen";FALSE;FALSE
"10992";"Let's go Kumkhum!! Supporting all the way from the Philippines  smiling face with smiling eyes  ";"2018-01-19 01:50:34";"lyrashanebatao";"954169177945792514";1;0;"AusOpen";FALSE;FALSE
"10993";"A very fine effort  tennis  face with tears of joy  #ausopen @ Australian Open ";"2018-01-19 01:49:53";"cocoloco212";"954169008684756992";0;0;"ausopen";FALSE;FALSE
"10994";"Some things are better left unsaid!  zipper-mouth face 

 ";"2018-01-19 01:49:43";"AustralianOpen";"954168963562274816";53;15;"AusOpen";FALSE;FALSE
"10995";"Yes, they can both beat you left-handed.  ";"2018-01-19 01:49:22";"CrackedRacquets";"954168878078332928";3;0;"AusOpen";FALSE;TRUE
"10996";"Luksika #Kumkhum uses two hands off both wings and we're loving it. Who's your favorite unconventional player of all time? ";"2018-01-19 01:49:09";"TennisExpress";"954168820909924352";1;3;"Kumkhum AusOpen";FALSE;FALSE
"10997";"#Kumkhum just played an outer-space point..
";"2018-01-19 01:48:54";"MertovsTDesk";"954168759505293312";0;0;"Kumkhum AusOpen";FALSE;FALSE
"10998";"What a point! #Kumkhum ";"2018-01-19 01:48:51";"MzmayaE";"954168746695782400";0;0;"Kumkhum AusOpen";FALSE;FALSE
"10999";"Wheels coming off fast for Edmund now. Was cruising and then suddenly forgot how to play tennis. ";"2018-01-19 01:48:51";"jokkee";"954168745131413504";0;0;"AusOpen";FALSE;FALSE
"11000";"Way too many errors from Edmund at the moment and Basilashvili breaks him again to win his sixth game in a row. He is really on hop at the moment. ";"2018-01-19 01:48:49";"LeeFergusson";"954168740425461761";2;0;"AusOpen";FALSE;FALSE
"11001";"""The rallies are getting better!""

Kumkhum with an astonishing winner across the court.

 ";"2018-01-19 01:48:40";"FSAsiaLive";"954168701397319680";3;4;"AusOpen";FALSE;FALSE
"11002";"Basilashvili wins six games in a row. he now leads by a break in the 3rd, 6-7, 6-3, 1-0. Edmund needs to find his game and quickly ";"2018-01-19 01:48:25";"UbiTennisEng";"954168636872314880";0;0;"AusOpen";FALSE;FALSE
"11003";"Edmund broken to start the third set. Forehand still letting him down...7-6 3-6 0-1* #ausopen #atp";"2018-01-19 01:48:19";"jakedavi5";"954168610607566848";1;0;"ausopen atp";FALSE;FALSE
"11004";"Tennis Channel choosing to show doubles while there are three singles matches taking place. I see, it's the Bryan brothers.. ok.
";"2018-01-19 01:48:06";"MertovsTDesk";"954168556194758667";0;0;"AusOpen";FALSE;FALSE
"11005";"Its hot, really hot 38 now australianopen2018  #ausopen #tennis #grandslam  #melbourne ";"2018-01-19 01:48:00";"kevpet40";"954168531746283520";0;0;"ausopen tennis grandslam melbourne";FALSE;FALSE
"11006";"Then why doesnt the supervisor enact the heat policy  fire  sun  globe showing Asia-Australia  tennis  #toohot  ";"2018-01-19 01:47:53";"thediamondduck";"954168505443655681";0;0;"toohot AusOpen";FALSE;TRUE
"11007";"Kumkhum, you are quickly becoming my favourite. ";"2018-01-19 01:47:50";"Awnelah";"954168491082313728";1;0;"AusOpen";FALSE;FALSE
"11008";" tennis  
BREAK Edmund 7-6(0) 3-6 0-1 Basilashvili *

Some pretty wild swiping there...

LIVE BLOG  right arrow  ";"2018-01-19 01:47:37";"britwatchsports";"954168436694818816";0;0;"AusOpen";FALSE;FALSE
"11009";"Jesus, I couldn't sleep so put the tennis on @kyle8edmund was set and 3-1 up, not won a game since I've been watching #ausopen";"2018-01-19 01:47:27";"WillBradleyRFC";"954168394483425280";0;0;"ausopen";FALSE;FALSE
"11010";"Marin #Cilic v Ryan #Harrison #AustralianOpen Preview and Predictions



 ";"2018-01-19 01:47:22";"Rippa";"954168374136791040";0;0;"Cilic Harrison AustralianOpen AusOpen";FALSE;FALSE
"11011";"@AustralianOpenT Pablo Carreno Busta plays Gilles Muller on Margaret Court early on Day 5. Both players taking aim at a deeper run in Melbourne. ";"2018-01-19 01:47:10";"scotty2smithy";"954168323402432513";0;0;"AusOpen";FALSE;FALSE
"11012";"Edmund really lost focus here, both players have to deal with the conditions... Basilashvili a break up 6-7 6-3 1-0 #ausopen";"2018-01-19 01:47:07";"TheTennisTalker";"954168308760227840";1;0;"ausopen";FALSE;FALSE
"11013";"@AustralianOpen @pablocarreno91 PCB the favourite. He is used to play in warm weather, and is a very consistent player #tips  #heatwave";"2018-01-19 01:46:56";"SportsOutsider_";"954168262593581056";0;0;"tips AusOpen heatwave";FALSE;FALSE
"11014";"@A_Gallivant @JLR78 @fiorebianca @tjc05 Guess who is in the 4th round of the ? A qualifier #Allertova ";"2018-01-19 01:46:32";"RealzTenisFanz";"954168165608640513";1;0;"AusOpen Allertova";FALSE;FALSE
"11015";"People are playing tennis in 37 degree heat face screaming in fear . ";"2018-01-19 01:46:14";"wild__hart";"954168087930122240";0;0;"AusOpen";FALSE;FALSE
"11016";"39 you'd be peeling me off the court   grimacing face  frowning face with open mouth ";"2018-01-19 01:46:12";"Chestikov69";"954168079742898178";4;0;"AusOpen";FALSE;FALSE
"11017";"@Briz_Ben A few variables influence the  heat policy:
- An ambient temperature of 40C
- A humidity measure (WGBT index) of 32.5 
- Oncoming weather conditions
If both the temperature &amp; WBGT index exceed the limits, &amp; are going to be sustained, the heat policy will be implemented.";"2018-01-19 01:46:10";"AustralianOpen";"954168073094815744";1;0;"AusOpen";FALSE;FALSE
"11018";"@MattWalshMedia Watched the Monfils presser last night - he made some good points. Compromise - more time between points, 5 min breaks between sets. Gives players time to recover. Many of them like the heat (within reason) and most believe the fittest players should win. ";"2018-01-19 01:45:55";"ValerioVeo";"954168007831388162";0;0;"AusOpen";FALSE;FALSE
"11019";"Five games in a row now for Basilashvili who really upped his level and he takes the second set 6-3 having been 1-3 down. ";"2018-01-19 01:45:51";"LeeFergusson";"954167993935724546";0;0;"AusOpen";FALSE;FALSE
"11020";"Good luck tonight @NickKyrgios on absolute  fire  will be a cracking match between two very entertaining players ";"2018-01-19 01:45:47";"MatthewBritza";"954167972993445888";0;0;"AusOpen";FALSE;FALSE
"11021";"Will it take a major injury or worse for officials to wake up and exercise some common sense about player welfare. OH&amp;S demands that builders &amp; other outdoor workers down tools when temps reach 40 degrees, yet on course temps got to 70 degrees! Is this really sport?  ";"2018-01-19 01:45:43";"TroyWaddell";"954167956853829632";0;0;"AusOpen";FALSE;TRUE
"11022";"After a bunch of unforced errors in the first set, Nikoloz #Basilashvili squares things up vs @kyle8edmund, 6-7(0) 6-3.

 ";"2018-01-19 01:45:42";"AustralianOpen";"954167954421121024";36;8;"Basilashvili AusOpen";FALSE;FALSE
"11023";"SIX STRAIGHT!

Qualifier Denisa Allertova has not dropped a set in Melbourne and now the world No.130 is into the fourth round!

WATCH:  @7tennis  ";"2018-01-19 01:45:41";"7Sport";"954167950298177536";2;1;"AusOpen";FALSE;FALSE
"11024";" quick  money with wings ";"2018-01-19 01:45:13";"iLiveDreamz";"954167833281351681";0;0;"AusOpen";FALSE;FALSE
"11025";"It's just hit 100 degrees at Melbourne Park....
Fahrenheit, that is. 
";"2018-01-19 01:44:50";"chriscavanagh1";"954167737508544512";5;0;"AusOpen";FALSE;FALSE
"11026";"Ten: Our big-priced man @NikaBasil levels it at 1-all! #ATP  ....";"2018-01-19 01:44:36";"NeilEvansmail";"954167675436941312";0;0;"ATP AusOpen";FALSE;FALSE
"11027";"That was all going to plan and then all of a sudden it wasnt. Lots more work to do for Kyle. Refocus and he can still come out on top in this one.  #bbctennis";"2018-01-19 01:44:35";"JStevo21";"954167675000971264";0;0;"AusOpen bbctennis";FALSE;FALSE
"11028";"Truth will #triumph in all aspects of #life.  .";"2018-01-19 01:44:32";"WonderBurmese";"954167662573117440";0;0;"triumph life AusOpen";FALSE;FALSE
"11029";"a little Rafa dance. #RafaRewatch  ";"2018-01-19 01:44:24";"honesgirl";"954167625780576256";54;14;"RafaRewatch AusOpen";FALSE;FALSE
"11030";"I am a fan  ";"2018-01-19 01:44:20";"RoxannaTweets";"954167610362515456";0;0;"AusOpen";FALSE;TRUE
"11031";"Full Circle #USA 

#BBC #iHeartAwards #1xtra #choicefm";"2018-01-19 01:44:18";"Britfunkass";"954167600908591111";1;1;"USA AusOpen BBC iHeartAwards 1xtra choicefm";FALSE;FALSE
"11032";"So Basilashvili was 4/20 and improved to 6/11 for W/UE in that second set. Edmund allowed him back into the match though. Can't be netting and missing easy forehands. #ausopen #atp";"2018-01-19 01:43:57";"jakedavi5";"954167514791112704";2;0;"ausopen atp";FALSE;FALSE
"11033";"Hi, @delpotrojuan  waving hand 

Temp update:currently 37.5c  sun  

 #delpo ";"2018-01-19 01:43:56";"happyslamtennis";"954167510655369216";4;4;"AusOpen delpo";FALSE;FALSE
"11034";"Kyle Edmund will have to play at least two more sets to make the  4th round. 

Its THIRTY NINE DEGREES.

Late night  radio :  ";"2018-01-19 01:43:42";"5liveSport";"954167449334693889";16;5;"AusOpen";FALSE;FALSE
"11035";"After losing the 1st set to Moore/Perez, Team Begulescu has bounced back and won the 2nd set 6-3! Haide!

 ";"2018-01-19 01:43:29";"WTARomania";"954167395169525760";13;1;"AusOpen";FALSE;FALSE
"11036";"@AustralianOpen @GrigorDimitrov @CaroWozniacki @RafaelNadal for the win! Finally time for that second #ausopen for the world number one!";"2018-01-19 01:42:55";"AmySalmon8";"954167254270095360";0;0;"ausopen";FALSE;FALSE
"11037";"It's also quite nice to see someone as sun smart as Marcelo Demoliner.  ";"2018-01-19 01:42:39";"NickTheStatsGuy";"954167187035496449";0;0;"AusOpen";FALSE;FALSE
"11038";"Basilashivili just took the second to even things up with Edmund, quiet but competitive contest so far #tennis #ausopen";"2018-01-19 01:42:34";"nolesfan2011";"954167163992100865";1;0;"tennis ausopen";FALSE;FALSE
"11039";" Kyle took the first set 7-0 in the tiebreak &amp; was close to a double break in the 2nd, but Basilashvili came back &amp; won it 6-3! One set all. Very confusing match to follow.";"2018-01-19 01:42:03";"ChrisBrownSport";"954167035126276097";0;0;"AusOpen";FALSE;FALSE
"11040";"#Basilashvili takes the second set against #Edmund with 6-3.  #live #tennis #contest #work";"2018-01-19 01:41:41";"SportsOutsider_";"954166944437030913";0;0;"Basilashvili Edmund AusOpen live tennis contest work";FALSE;FALSE
"11041";"If Kumkhum gets through here she will be the first player from Thailand to make a Grand Slam fourth round since Tamarine Tanasugarns run to the Wimbledon QF in 2008  @AustralianOpen";"2018-01-19 01:41:25";"VFebbo96";"954166874157150208";5;0;"AusOpen";FALSE;FALSE
"11042";"@AussieOpenPH Edmund and Basilashvili trade a set each. Down to a best of 3 at Show Court 2. ";"2018-01-19 01:41:18";"scotty2smithy";"954166846042722305";0;0;"AusOpen";FALSE;FALSE
"11043";"Once up 3-1, #Edmund collapses, loses the second set 6-3 to #Basilashvili
At least two more sets to go and temperature is rising.
";"2018-01-19 01:41:17";"MertovsTDesk";"954166842549030913";0;0;"Edmund Basilashvili AusOpen";FALSE;FALSE
"11044";"Game and second set Basilashvili. its level in the sweltering Melbourne heat, 7-6, 3-6. ";"2018-01-19 01:41:14";"UbiTennisEng";"954166829680865281";0;0;"AusOpen";FALSE;FALSE
"11045";"Edmund didn't want it that set. Basilashvili having the same issues at times and Edmund didn't take the opportunities he was given. ";"2018-01-19 01:41:10";"rwq1987";"954166814900150272";0;0;"AusOpen";FALSE;FALSE
"11046";" tennis  
SET | Edmund 7-6(0) 3-6 Basilashvili 

From being in control of the set to losing it... tough for Edmund but a long way from over...

LIVE BLOG  right arrow  ";"2018-01-19 01:41:03";"britwatchsports";"954166784860409858";1;0;"AusOpen";FALSE;FALSE
"11047";"Edmund was 3-1* up and loses the next five games. A combination of Edmund losing all confidence in his greatest shot and the Georgian improving his level at the same time. A set all. #ausopen";"2018-01-19 01:40:53";"jakedavi5";"954166741114019840";0;0;"ausopen";FALSE;FALSE
"11048";"Excited for some tennis ";"2018-01-19 01:40:50";"MsLove2Blog";"954166727931285504";1;0;"AusOpen";FALSE;FALSE
"11049";" Corruption check Justin.Pros change racket companies because they get a better contract.The companies tailer make their rackets.Justin happens to be sponsored by Babolat&amp;promotes it as part of his analysis.So disingenuous.Bryans left Prince because its bankrupt.";"2018-01-19 01:40:29";"mrgogo4";"954166640127762432";1;0;"AusOpen";FALSE;FALSE
"11050";"Havin a ball!  ";"2018-01-19 01:40:26";"Chez2790";"954166628320620544";0;0;"AusOpen";FALSE;FALSE
"11051";"Edmund with a break point to deny Basilashvili the set. He misses a forehand long though, and its back to deuce ";"2018-01-19 01:39:51";"UbiTennisEng";"954166482426003456";0;0;"AusOpen";FALSE;FALSE
"11052";"Bob Bryan gets hit in the nuts and as a reward, the next point goes to him &amp; his bro for a bp   You go, guys #ballsofsteel";"2018-01-19 01:39:45";"Who_Cares68";"954166455804809216";0;0;"AusOpen ballsofsteel";FALSE;FALSE
"11053";"Kyle Edmund looks like he has a plane to catch in a few hours. Horrible second set. #ausopen #AustralianOpen";"2018-01-19 01:38:58";"KasperAThrane";"954166257540050944";1;1;"ausopen AustralianOpen";FALSE;FALSE
"11054";"2018 Australian Open Tennis.   tennis ";"2018-01-19 01:38:54";"NickSanch3z";"954166240939053057";0;0;"AusOpen";FALSE;FALSE
"11055";"I AM NOT GOING TO WORK #ElinaSvitolina #MartaKostyuk ";"2018-01-19 01:37:45";"Elina_Squad";"954165953327071237";0;0;"ElinaSvitolina MartaKostyuk AusOpen";FALSE;FALSE
"11056";"  Did @fabiofogna get dressed in the dark ?";"2018-01-19 01:37:32";"paulyozz";"954165896838352897";0;0;"AusOpen";FALSE;FALSE
