"";"text";"created_at";"screen_name";"status_id";"favorite_count";"retweet_count";"hashtags";"is_retweet";"is_quote"
"2783";"Well the  official Twitter still forgets which women's players are which (that's Ostapenko, not Kontaveit, sweetie) ";"2018-01-19 12:26:52";"billyowens174";"954329308574646272";0;0;"AusOpen";FALSE;FALSE
"2784";"Me not watching  yeah i didn't see that one coming. pensive face  unamused face  persevering face ";"2018-01-19 12:26:40";"wendy_nvr";"954329258385707008";0;0;"AusOpen";FALSE;FALSE
"2785";"Royalty: King Kyrgios and the Fresh Prince of Bel Air. Does it get any better?  ";"2018-01-19 12:26:40";"Jamie___B";"954329258054135808";6;1;"AusOpen";FALSE;FALSE
"2786";"Wozniack with a clean forehand winner to start game nine of the opening set. Pressure on her now ";"2018-01-19 12:26:38";"MasterMind5991";"954329251410407425";0;0;"AusOpen";FALSE;FALSE
"2787";"Those last golden rays of light on Fernando Verdasco during his R2 match... lovely. #FernandoVerdasco #Verdasco #FeVer #ausopen ";"2018-01-19 12:26:37";"raindelaysplay";"954329246918307840";4;2;"FernandoVerdasco Verdasco FeVer ausopen";FALSE;FALSE
"2788";"could well end up being a Seppi Kyrgios quarter final. Would be great to see NK get revenge for last years loss to get him to his first grand slam semi ";"2018-01-19 12:26:28";"WbaJosh";"954329208637018113";0;0;"AusOpen";FALSE;FALSE
"2789";"You can't wipe the  grinning face  off her face... Anett #Kontaveit will play Carla Suarez Navarro in the 4R! 

 ";"2018-01-19 12:26:26";"AustralianOpen";"954329201460502528";344;82;"Kontaveit AusOpen";FALSE;FALSE
"2790";"Wow  grinning squinting face  safe to say the  media/technical team this year have been pretty awful ";"2018-01-19 12:26:07";"plbHQ";"954329119126417408";0;0;"AusOpen";FALSE;FALSE
"2791";"YOUNG KING double exclamation mark  Australia  tennis  oncoming fist   ";"2018-01-19 12:26:02";"izuready";"954329101137039360";0;0;"AusOpen";FALSE;TRUE
"2792";"My World of Sports is out!  #ausopen #ufc219";"2018-01-19 12:26:00";"JustAskShay";"954329092689670145";0;0;"ausopen ufc219";FALSE;FALSE
"2793";"Heartbroken...
@tsonga7 out of ";"2018-01-19 12:25:58";"mosesimman25";"954329083046842369";0;0;"AusOpen";FALSE;FALSE
"2794";"Kontaveit delighted after making it to the fourth round of the  ";"2018-01-19 12:25:49";"FSAsiaLive";"954329044304064513";1;0;"AusOpen";FALSE;FALSE
"2795";"Greetings from freezing NYC! Wish I was there!! #sleepisfortheweak #lovingrafa  @AustralianOpen @RafaelNadal  tennis  flexed biceps  red heart  sun  sun  fire  collision  dizzy  white medium star  smiling face with sunglasses  ";"2018-01-19 12:25:47";"mssds33";"954329036385411072";26;1;"sleepisfortheweak lovingrafa AusOpen";FALSE;TRUE
"2796";"@AustralianOpen What a fighter #Ostapenko ";"2018-01-19 12:25:46";"mlallu";"954329031553396736";0;0;"Ostapenko AusOpen";FALSE;FALSE
"2797";"No. 32-seed Anett Kontaveit upsets No. 7-seed Jelena Ostapenko 6-3, 1-6, 6-3 to reach the  R16. Plays Suarez Navarro next.";"2018-01-19 12:25:46";"SI_Tennis";"954329031373213696";13;6;"AusOpen";FALSE;FALSE
"2798";"Bertens sends down her first ace of the match and she holds for 3-5 in the opening set. Wozniacki to serve for it ";"2018-01-19 12:25:44";"MasterMind5991";"954329023743541250";1;0;"AusOpen";FALSE;FALSE
"2799";"Tough one. Osta will return  folded hands   ";"2018-01-19 12:25:43";"DylanMax8";"954329021420056576";0;0;"AusOpen";FALSE;FALSE
"2800";"Anett Kontaveit triumphs in the Baltic battle!

Ousts Ostapenko 6-3, 1-6, 6-3 to reach  round of 16--&gt;  ";"2018-01-19 12:25:40";"WTA";"954329008002555905";255;72;"AusOpen";FALSE;FALSE
"2801";" Denmark  @CaroWozniacki takes a 5-2 lead in the 1st set. Fianc and @NBA Champion @Dlee042 watches on.  ";"2018-01-19 12:25:38";"7tennis";"954328997713686528";2;2;"AusOpen";FALSE;FALSE
"2802";"Penko departs.....#Kontaveit registers a biggest win taking down the 7th seed French Open champ  Jelena Ostapenko to make it to the round of 16 for the first time in her career.
";"2018-01-19 12:25:27";"anjali_banerjee";"954328951056302080";2;0;"Kontaveit AusOpen";FALSE;FALSE
"2803";"OH CHANNEL 7 COMMENTATORS, I'M BEGGING YOU: GET SOMEONE WHO COVERS THE TOUR ALL YEAR TO TEACH YOU HOW TO PRONOUNCE PLAYERS' NAMES!!!! This annual name butchery fest stopped being funny a long time ago #CulturalCringe ";"2018-01-19 12:25:24";"evilscootus";"954328941287755777";5;0;"CulturalCringe AusOpen";FALSE;FALSE
"2804";"Nowadays, a win from a top-ranked players at @AustralianOpen seems like an 'upset' to me. Missing @serenawilliams very badly. 
";"2018-01-19 12:25:21";"ThePenBugs";"954328926737784833";0;1;"AusOpen";FALSE;FALSE
"2805";"Loving @rennaestubbs commentary on #Wozniacki #Bertens match - informative and insightful #ausopen #channel7";"2018-01-19 12:25:17";"true_north_res";"954328912158273537";1;0;"Wozniacki Bertens ausopen channel7";FALSE;FALSE
"2806";"Nice forehand winner from Wozniacki to peg it back to 40-30. ";"2018-01-19 12:25:14";"MasterMind5991";"954328898942025728";0;0;"AusOpen";FALSE;FALSE
"2807";"It was a great game @NickKyrgios ! You really did well. Keep it up! #Kyrgios ";"2018-01-19 12:25:02";"sharmkindle";"954328847314374656";0;0;"Kyrgios AusOpen";FALSE;FALSE
"2808";"What do you call a girl who stands in the middle of the tennis court?... Anett  person facepalming  male sign . The Estonian notches a huge win to take out Ostapenko in R3! #ausopen #Kontaveit #Ostapenko ";"2018-01-19 12:24:58";"JAbetOfficial";"954328832844161024";2;1;"ausopen Kontaveit Ostapenko";FALSE;FALSE
"2809";"Kiki is back in this 1st set...abit late though ";"2018-01-19 12:24:56";"Bparlma";"954328824182919169";0;0;"AusOpen";FALSE;FALSE
"2810";"All 4 grand slam winners from 2017 eliminated (or didn't compete) from the women's draw. And sorry. But that's awesome in a way. Someone new (or old) will win the title now #ausopen";"2018-01-19 12:24:50";"Mattys123";"954328797544726528";10;1;"ausopen";FALSE;FALSE
"2811";"It was heartbreaking to see Tsonga give away a 5-2 lead in the 4th set tie-break but damn, Kyrgios is killing it this year! ";"2018-01-19 12:24:41";"samotimazumdar";"954328760597164032";0;0;"AusOpen";FALSE;FALSE
"2812";"so many top seeded players fall short of expectation  #Tennis";"2018-01-19 12:24:39";"sbrxnrxs";"954328751986192384";1;0;"AusOpen Tennis";FALSE;FALSE
"2813";"Bertens is challenging a fault here. OFFICIAL REVIEW.... OUT. ";"2018-01-19 12:24:39";"MasterMind5991";"954328750581202945";0;0;"AusOpen";FALSE;FALSE
"2814";"Anett Kontaveit beats French Open Champion Jelena Ostapenko 6-3, 1-6, 6-3 to reach the Round of 16!
";"2018-01-19 12:24:35";"Beeorlicious";"954328735372775424";0;1;"AusOpen";FALSE;FALSE
"2815";"I had never heard of ""twat"" as a nickname for plot twist, but great ingenuity from bad gilbert there lol. #espn  #tennis";"2018-01-19 12:24:35";"DamianSunland";"954328732432400385";0;0;"espn AusOpen tennis";FALSE;FALSE
"2816";"Paddy Power are the best place to bet on Men's  matches. If your player goes 2 sets up they pay out early!  ";"2018-01-19 12:24:29";"UkSportsTvGuide";"954328709812686848";1;0;"AusOpen";FALSE;FALSE
"2817";"Betting on the ? Betfair are proven to be best price on more matches than any other firm. 

Today's odds &gt;&gt; ";"2018-01-19 12:24:26";"streamingsport";"954328698425171968";0;0;"AusOpen";FALSE;FALSE
"2818";"William Hill are refunding all losing accumulator bets on the  if one leg of your 5 leg accumulator loses.  ";"2018-01-19 12:24:21";"bettingpro";"954328673817169921";0;0;"AusOpen";FALSE;FALSE
"2819";"Today's  betting promotions. Money back specials, free bets and much more. Read before placing any bets!  ";"2018-01-19 12:24:18";"livetennis";"954328662203039745";1;1;"AusOpen";FALSE;FALSE
"2820";"Bertens meantime hits a clean winner past Wozniacki and she has two game points to make it 3-5 in the opening set! ";"2018-01-19 12:24:11";"MasterMind5991";"954328631899144195";0;0;"AusOpen";FALSE;FALSE
"2821";"""There is not one Grand Slam champion from last year left in the draw"" - @rennaestubbs .

And by tomorrow night, there'll be only one former @AustralianOpen women's champion left. ";"2018-01-19 12:23:54";"MasterMind5991";"954328563079004160";0;0;"AusOpen";FALSE;FALSE
"2822";"GG Kontaveit! See you in the 4th round.  #AustralianOpen";"2018-01-19 12:23:54";"kasparkgg";"954328562936541184";0;0;"AusOpen AustralianOpen";FALSE;FALSE
"2823";"Kontaveit has caused a massive upset by beating 7th seed Ostapenko 6-3, 1-6, 6-3.

She was as high as $3.80 after losing 2nd set and was $2.25 at 2-2 in the 3rd set before getting the break of serve.

Ostapenko - the pre match favourite traded as low as $1.36.

#GWTG  ";"2018-01-19 12:23:53";"Betfair_Aus";"954328559178297344";0;0;"GWTG AusOpen";FALSE;FALSE
"2824";"Ostapenko disappointed me. I dont mean Kontaveit is a bad player but Ostapenko seemed ready more than Kontaveit.  ";"2018-01-19 12:23:53";"KamercanGul";"954328556833853440";0;0;"AusOpen";FALSE;TRUE
"2825";"Well done to Annet Kontaveit with the win ";"2018-01-19 12:23:42";"KristinaElle";"954328513644937216";0;0;"AusOpen";FALSE;FALSE
"2826";"None of the four women's Grand Slam winners of 2017 are in the  R4. The only previous GS winners left in the draw, Maria Sharapova and Angelique Kerber, will meet tomorrow in R3.";"2018-01-19 12:23:33";"GracenoteGold";"954328475577606144";3;2;"AusOpen";FALSE;FALSE
"2827";"""You must be impressed."" 

 Estonia  Anett Kontaveit wins a  roller coaster  match against  Latvia  Jeena Ostapenko, 6-3, 1-6, 6-3. #7Tennis  ";"2018-01-19 12:23:32";"7tennis";"954328469067857920";13;5;"7Tennis AusOpen";FALSE;FALSE
"2828";"Ostapenko goes down fighting!

Anett Kontaveit wins the all- Baltic Grand Slam clash with a high intensity 6-3 1-6 6-3 win to move to the fourth round.

 ";"2018-01-19 12:23:31";"FSAsiaLive";"954328465142030336";4;3;"AusOpen";FALSE;FALSE
"2829";" 
R3
(30)@AnettKontaveit d. (7) #Ostapenko 63 16 63 - 1/8 final @CarlaSuarezNava ";"2018-01-19 12:23:21";"andywomantennis";"954328423362650112";2;0;"AusOpen Ostapenko";FALSE;TRUE
"2830";"15-all now in game eight of the opening set. Wozniaci just three points away from taking it ";"2018-01-19 12:23:21";"MasterMind5991";"954328422523707393";1;0;"AusOpen";FALSE;FALSE
"2831";": Grigor Dimitrov focusses on mental game during crisis  ";"2018-01-19 12:23:12";"ITGDsports";"954328385299165190";4;1;"AusOpen";FALSE;FALSE
"2832";"@Mel_Mclaughlin 1 hot day doesnt make a summer Mel. Definite improvement to the attitude though. ";"2018-01-19 12:23:08";"LukeAaron23";"954328371130900480";1;0;"AusOpen";FALSE;FALSE
"2833";"BREAKING: Tennis does not give a shit about Will Smith  ";"2018-01-19 12:23:06";"lozpmd";"954328361219719168";1;0;"AusOpen";FALSE;TRUE
"2834";"#32 Anett Kontaveit beats French Open champ #7 Jelena Ostapenko 6-3, 1-6, 6-3 to reach the  R16. Faces Suarez Navarro next.";"2018-01-19 12:23:02";"BenRothenberg";"954328345423966210";28;12;"AusOpen";FALSE;FALSE
"2835";"More photos from Verdasco's beautifully lit R2 match #FernandoVerdasco #Verdasco #FeVer #ausopen ";"2018-01-19 12:23:01";"raindelaysplay";"954328341581934592";1;0;"FernandoVerdasco Verdasco FeVer ausopen";FALSE;FALSE
"2836";"Epic from NK tonight, bring on Dimitrov #NKRising  #7Tennis";"2018-01-19 12:22:52";"DillonjBenn";"954328301606027264";0;0;"NKRising AusOpen 7Tennis";FALSE;FALSE
"2837";"Whos the cute chair umpire for the Wozniacki/Bertens match?  speak-no-evil monkey  eyes   #eyecandy";"2018-01-19 12:22:49";"jurgen_001";"954328291426689025";2;0;"AusOpen eyecandy";FALSE;FALSE
"2838";"#Happy Friday @RafaelNadal #Nadal  ";"2018-01-19 12:22:42";"RuthDobson";"954328261768699904";0;0;"Happy Nadal AusOpen";FALSE;TRUE
"2839";"Anett #Kontaveit upsets Jelena #Ostapenko 6-3, 1-6, 6-3. The long game and break at 3-3 in the third proved to be decisive. A big win for the World No. 33 at  tennis  #underdog #tennis #sports";"2018-01-19 12:22:41";"SportsOutsider_";"954328256135737344";0;0;"Kontaveit Ostapenko AusOpen underdog tennis sports";FALSE;FALSE
"2840";"Outstanding @NickKyrgios awesome tennis..    #cmon";"2018-01-19 12:22:36";"rogan1004";"954328236611153920";1;0;"AusOpen cmon";FALSE;FALSE
"2841";"Big scalp for Kontaveit, beats the RG champ Ostapenko. ";"2018-01-19 12:22:34";"FINdyCar";"954328227379589120";0;0;"AusOpen";FALSE;FALSE
"2842";" police car light  Another upset!  police car light 

[32] Anett #Kontaveit is through to the 4R at the expense of [7] Jelena #Ostapenko.

 ";"2018-01-19 12:22:25";"AustralianOpen";"954328187823013890";256;86;"Kontaveit Ostapenko AusOpen";FALSE;FALSE
"2843";" results so far! 

Profit
+633 EUR (+12.66 units)

ROI
+28.26%

Won bets
21/55 (38.2 %)

Still some outright bets standing!";"2018-01-19 12:22:12";"InsidersTennis";"954328132487733250";5;4;"AusOpen";FALSE;FALSE
"2844";"Awesome match, had me on the edge of my seat! #Kyrgios  #Tsonga Well done to Nick Kyrgios!!!!! Let's get to the final with #Federer!";"2018-01-19 12:22:10";"Tia_author";"954328127060111360";0;0;"Kyrgios AusOpen Tsonga Federer";FALSE;FALSE
"2845";"UPSET ALERT!

Anett Kontaveit has kncoked out #7 seed Jelena Ostapenko 6-3, 1-6, 6-3 in action-packed match 

 women's roundup 

";"2018-01-19 12:22:06";"thefield_in";"954328109456617472";0;0;"AusOpen";FALSE;FALSE
"2846";"No worries, Ostapenko, there's always next time! ";"2018-01-19 12:22:03";"imainik";"954328096710180864";0;0;"AusOpen";FALSE;FALSE
"2847";"Great mental recovery from Kontaveit. Ostapenko had nothing left after that 14-min. break. Classic stuff from #TheNewBatch hegemons ";"2018-01-19 12:21:56";"SportsDroppings";"954328066788085760";0;0;"TheNewBatch AusOpen";FALSE;FALSE
"2848";"A smile over the moon.  smiling face with smiling eyes 

#Kontaveit 
";"2018-01-19 12:21:55";"luc_jac";"954328062954561536";0;0;"Kontaveit AusOpen";FALSE;FALSE
"2849";"Why do they always cut the post-match interviews for the winner now?? I like watching those!   expressionless face  #7tennis";"2018-01-19 12:21:50";"pockybox";"954328043203383296";0;0;"AusOpen 7tennis";FALSE;FALSE
"2850";"Bertens nets the backhand and Wozniacki holds for 5-2 in the opening set. New balls please. ";"2018-01-19 12:21:16";"MasterMind5991";"954327898055258113";0;0;"AusOpen";FALSE;FALSE
"2851";"Geez we're a fickle bunch, aren't we? It's all good when he's winning... #Kyrgios  ";"2018-01-19 12:21:12";"janeaubrey";"954327881642999809";1;0;"Kyrgios AusOpen";FALSE;FALSE
"2852";"Estonia's Anett Kontaveit showing the problems she could pose to GB's @FedCup team next month by taking down French Open champion Jelena Ostapenko at the ";"2018-01-19 12:21:10";"NetTalkTennis";"954327876391882752";3;0;"AusOpen";FALSE;FALSE
"2853";".@NickKyrgios admits he was starstruck when he realised Will Smith was sitting courtside tonight and he wanted him to think he's the 'coolest person ever':   ";"2018-01-19 12:21:05";"heraldsunsport";"954327854493270016";27;3;"AusOpen";FALSE;FALSE
"2854";"As a long time @NickKyrgios fan I am wrapped with tonight. #exciting #ausopen";"2018-01-19 12:21:02";"WhyOhBeE";"954327841121845254";0;0;"exciting ausopen";FALSE;FALSE
"2855";"Go home #Ostapenko  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  ";"2018-01-19 12:21:00";"Sevekh";"954327833513529344";0;0;"Ostapenko AusOpen";FALSE;FALSE
"2856";"I played the Men in Black theme on the Rod Laver Arena PA when they cut to Will Smith in the crowd during Kyrgioss interview. Highlight of my audio panelling career. #ausopen #Kyrgios #WillSmith";"2018-01-19 12:20:58";"David_M_Green";"954327824969576449";13;0;"ausopen Kyrgios WillSmith";FALSE;FALSE
"2857";"This sucks.. Jelena's out, and I got like 3 players left to support wtf. The first week isn't even over yet ugh ";"2018-01-19 12:20:51";"kimChoii11";"954327792866377733";0;0;"AusOpen";FALSE;FALSE
"2858";"Now #ostapenko is out ... I have a lot more faith in people calling #wozniacki for the title. #ausopen";"2018-01-19 12:20:46";"JordanHolt23";"954327774810001409";1;0;"ostapenko wozniacki ausopen";FALSE;FALSE
"2859";"Bertens goes long with the return again. Two game points for Wozniacki to make it 5-2 in the opening set ";"2018-01-19 12:20:43";"MasterMind5991";"954327762235408384";0;0;"AusOpen";FALSE;FALSE
"2860";"Jelena Ostapenko will still reach a new career high #6 after the , unless Caroline Garcia reaches the final.";"2018-01-19 12:20:43";"josemorgado";"954327761220526081";11;7;"AusOpen";FALSE;FALSE
"2861";"I'm sorry to inform you that Kontaveit is now officially sh*tlisted.
";"2018-01-19 12:20:41";"vanistrator";"954327752697634816";5;2;"AusOpen";FALSE;FALSE
"2862";"Ostapenko's luck runs out--another #1 hopeful bows out of  leaving 4 women left!";"2018-01-19 12:20:35";"ImmortalCritic";"954327727426932737";0;0;"AusOpen";FALSE;FALSE
"2863";"3 sets* then.  smiling face  Congrats, Anett!  ";"2018-01-19 12:20:33";"BigFatTennisFan";"954327720548171778";1;0;"AusOpen";FALSE;TRUE
"2864";"More photos from Verdasco's R2 match #FernandoVerdasco #Verdasco #FeVer #ausopen ";"2018-01-19 12:20:30";"raindelaysplay";"954327706040020992";0;0;"FernandoVerdasco Verdasco FeVer ausopen";FALSE;FALSE
"2865";"Scenes.
Ostapenko leaving the court so calm, but she must be lit seething inside. 
";"2018-01-19 12:20:29";"luc_jac";"954327702588313600";0;0;"AusOpen";FALSE;FALSE
"2866";"Anett Kontaveit is through to the  R4 with a 6-3, 1-6, 6-3 win over 2017 RG champ Ostapenko. Plays CSN next.";"2018-01-19 12:20:27";"umbre_sports53";"954327693343866880";0;0;"AusOpen";FALSE;FALSE
"2867";"The trip of a lifetime to watch the  has taken a horrifying turn for an American father and son. #9News  by #9NewsAUS via @c0nvey";"2018-01-19 12:20:27";"AntivirusHelpAU";"954327692601589760";0;0;"AusOpen 9News 9NewsAUS";FALSE;FALSE
"2868";"The Estonian was WAAAY better today.  Well done! Also, Ostapenko needs to get her emotions under control.";"2018-01-19 12:20:26";"leldejuuu";"954327688310800384";1;0;"AusOpen";FALSE;FALSE
"2869";"OMG, MY TWO FAVES ANETT AND ELISE  THAT ARE SO UNDERRATED JUST MADE SECOND WEEK AT  AND I COULDN'T BE MORE PROUD OF THEM  loudly crying face  loudly crying face  loudly crying face  red heart  red heart  red heart  smiling face with smiling eyes  smiling face with smiling eyes ";"2018-01-19 12:20:21";"matilda_teodora";"954327667070906368";3;0;"AusOpen";FALSE;FALSE
"2870";"Nice backhand winner at the net from Bertens and it is now 30-15 in game seven of the opening set. ";"2018-01-19 12:20:18";"MasterMind5991";"954327658044653568";0;0;"AusOpen";FALSE;FALSE
"2871";"Forget the one-hander and two-hander, let's keep the zero-hander alive (when your backhand is useless so you just run around it hitting forehands and the occasional slice backhand)!  ";"2018-01-19 12:20:17";"billyowens174";"954327653376512000";0;0;"AusOpen";FALSE;TRUE
"2872";"#Ostapenko is out  ";"2018-01-19 12:20:12";"AlexBright56";"954327632841248768";3;0;"Ostapenko AusOpen";FALSE;FALSE
"2873";"Fake injury card dont always result in a win, Ostapenko.. hope she learns it.  upside-down face  ";"2018-01-19 12:20:12";"meraJunoon_";"954327629263441920";1;0;"AusOpen";FALSE;FALSE
"2874";"Anett Kontaveit upsets 7th seed Jelena Ostapenko! 

What a tense, brilliant match that ends 6-3, 1-6, 6-3. ";"2018-01-19 12:20:11";"kokudum";"954327626260275200";0;1;"AusOpen";FALSE;FALSE
"2875";"What a win for Kontaveit ";"2018-01-19 12:20:05";"GameSetPaulWTA";"954327600129769472";0;0;"AusOpen";FALSE;FALSE
"2876";"Great match! Kontaveit closed out strong! ";"2018-01-19 12:20:03";"Frizz18";"954327595469950976";1;0;"AusOpen";FALSE;FALSE
"2877";".@NickKyrgios beats Jo-Wilfried Tsonga in four sets to reach fourth round of  (Pic:AP)  ";"2018-01-19 12:20:02";"abcgrandstand";"954327589442727941";99;8;"AusOpen";FALSE;FALSE
"2878";"There is a reason why he's #1

@RafaelNadal easily disposes of Damir Dzumhur in straight sets to advance to the next round of the @AustralianOpen   tennis 
";"2018-01-19 12:20:02";"FOXSports_PH";"954327587261628421";1;2;"AusOpen";FALSE;FALSE
"2879";"Andreas Seppi edged out @ivokarlovic in a titanic five-set battle to claim a place in the round of 16 at the  .

";"2018-01-19 12:20:00";"sportstarweb";"954327581439987712";0;1;"AusOpen";FALSE;FALSE
"2880";"Nick Kyrgios stays composed and topples his idol Jo-Wilfried Tsonga winning 3 tiebreakers in an electric 4-setter to set up a R4 showdown with Grigor Dimitrov  on Sunday.";"2018-01-19 12:20:00";"OnyaDon";"954327579963506688";0;0;"AusOpen";FALSE;FALSE
"2881";"Are you having a proplem with us?!
Putting novak almost at the same time with masha and kerper!!
Same as today with rafa and kyrigos!!
And putting novak on MCA and zvereve on RLA again fearful face 
Do you need help with the OOP
Bc we can expressionless face 
 @AustralianOpen";"2018-01-19 12:20:00";"GehadKotoz";"954327579057672194";0;0;"AusOpen";FALSE;FALSE
"2882";"GSM Kontaveit beats No. 7 Ostapenko 6-3, 1-6, 6-3 to reach first-ever #Ausopen sweet 16.";"2018-01-19 12:19:58";"TennisNewsTPN";"954327571679924224";0;0;"Ausopen";FALSE;FALSE
"2883";"BB Anett did it. So happy. That was one great 3rd set of tennis after two rather unbalanced ones  ";"2018-01-19 12:19:57";"LillaMay";"954327569821782016";5;0;"AusOpen";FALSE;FALSE
"2884";"Bertens goes long with the forehand return. Wozniacki now leads 30-0 in game seven of the opening set. ";"2018-01-19 12:19:57";"MasterMind5991";"954327567066001408";1;0;"AusOpen";FALSE;FALSE
"2885";"Kontaveit wins 6-3 1-6 6-3 and that, Ladies and Gentlemen, is how WTA works!   

Nice 2.31 winner to end the day!!   

4 out of 5 profitable  days so far!";"2018-01-19 12:19:49";"InsidersTennis";"954327534077988865";7;1;"AusOpen";FALSE;FALSE
"2886";"So the media love @NickKyrgios again. He's winning..... #Straya ";"2018-01-19 12:19:48";"JanetGoss";"954327529690574848";1;0;"Straya AusOpen";FALSE;FALSE
"2887";"Vamos  oncoming fist  oncoming fist  flexed biceps 

Rafa through in straight sets defeating Dammit Dzumhur 6-1 6-3 6-1 for a 4th round spot. 

";"2018-01-19 12:19:42";"yemmmyojo";"954327506785533952";0;0;"AusOpen";FALSE;FALSE
"2888";"Vamos  oncoming fist  oncoming fist  flexed biceps 

Rafa through in straight sets defeating Dammit Dzumhur 6-1 6-3 6-1 for a 4th round spot. 

";"2018-01-19 12:19:42";"ACE_Sport_";"954327506647240704";1;1;"AusOpen";FALSE;FALSE
"2889";"Ostapenko out at Round of 32! ";"2018-01-19 12:19:38";"uhnuhuu";"954327490159288320";1;0;"AusOpen";FALSE;FALSE
"2890";" tennis  Can you believe we are already at Day 6 of the ? And this is one of the best line-ups yet!

Our Three-to-See  right arrow   ( camera with flash  Getty) ";"2018-01-19 12:19:38";"britwatchsports";"954327488372469760";0;1;"AusOpen";FALSE;FALSE
"2891";"Shame we won't get to see Ostapenko bullying Wozniacki again ";"2018-01-19 12:19:35";"OneLoveManUtd";"954327475764408320";0;0;"AusOpen";FALSE;FALSE
"2892";"Great match! Great fight back!  ";"2018-01-19 12:19:34";"Brentos7";"954327472916529153";0;0;"AusOpen";FALSE;TRUE
"2893";"Wozniacki with the first point in game seven of the opening set. Last game before the new balls ";"2018-01-19 12:19:33";"MasterMind5991";"954327469204455426";0;0;"AusOpen";FALSE;FALSE
"2894";"Kontaveit upsets Ostapenko and is through to R4  Estonia  police car light  ";"2018-01-19 12:19:28";"JedTennis";"954327448111452160";1;0;"AusOpen";FALSE;FALSE
"2895";"Shit ";"2018-01-19 12:19:23";"Behinder";"954327426519257089";0;0;"AusOpen";FALSE;FALSE
"2896";"ON @MCourtArena: GAME SET MATCH KONTAVEIT: knocks out the reigning French Open champion Jelena Ostapenko 6-3, 1-6, 6-3! ";"2018-01-19 12:19:16";"MasterMind5991";"954327396689133570";0;0;"AusOpen";FALSE;FALSE
"2897";"That Baltic battle was real fun to watch. ";"2018-01-19 12:19:16";"iownabook";"954327395619700736";0;0;"AusOpen";FALSE;FALSE
"2898";"Great work @kontaveit #ausopen ";"2018-01-19 12:19:08";"SteveRaffertySN";"954327362824491008";0;0;"ausopen";FALSE;FALSE
"2899";"#Kontaveit has just made her breakthrough  #AustralianOpen";"2018-01-19 12:19:07";"djstrasse";"954327360572219393";0;0;"Kontaveit AusOpen AustralianOpen";FALSE;FALSE
"2900";"Kontaveit takes out 7th seed Ostapenko 6-3 1-6 6-3, plays CSN in R4. ";"2018-01-19 12:19:04";"aussiesharapova";"954327347670392832";0;0;"AusOpen";FALSE;FALSE
"2901";"Kontaveit! What a win ";"2018-01-19 12:19:04";"GiraGoomy";"954327347607433216";1;0;"AusOpen";FALSE;FALSE
"2902";"Anett Kontaveit beats No.7 Jelena Ostapenko 63 16 63 to advance to her first  Round of 16. Solid performance from the rising Estonian.";"2018-01-19 12:19:01";"WTA_insider";"954327334097625089";138;30;"AusOpen";FALSE;FALSE
"2903";"Some of the rallies in this Bertens-Wozniacki match are great. Rod Laver crowd are certainly getting their money's worth tonight ";"2018-01-19 12:18:58";"oliverdj1998";"954327321640652800";1;0;"AusOpen";FALSE;FALSE
"2904";"Keep going @NickKyrgios #NKRising ";"2018-01-19 12:18:57";"mmilly";"954327316045312001";1;0;"NKRising AusOpen";FALSE;FALSE
"2905";"Wozniacki nets the backhand and Bertens holds for 2-4 in the opening set. ";"2018-01-19 12:18:50";"MasterMind5991";"954327286869770241";0;0;"AusOpen";FALSE;FALSE
"2906";"Osta petulant cow is OUT   clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands ";"2018-01-19 12:18:43";"PeripateNic";"954327257526554624";0;0;"AusOpen";FALSE;FALSE
"2907";"In an all-Baltic battle Anett Kontaveit knocks out good friend Jelena Ostapenko 6-3, 1-6, 6-3! Huge hitting from both.

Plays Suarez Navarro in  R4 ";"2018-01-19 12:18:36";"Scores_WTA";"954327226660646913";21;6;"AusOpen";FALSE;FALSE
"2908";"Kyle Edmund will play Italian Andreas Seppi in the last 16 at the   #CapitalReports ";"2018-01-19 12:18:34";"CapitalSCNews";"954327219245023232";0;0;"AusOpen CapitalReports";FALSE;FALSE
"2909";"And she does it. Kontaveit upsets #7 Ostapenko in three sets. #ausopen";"2018-01-19 12:18:32";"mchastain81";"954327213737959426";0;0;"ausopen";FALSE;FALSE
"2910";"Even if Caroline does one day win a Grand Slam tournament, she will eventually become a has-been. Of course if she *doesn't* end up winning one, she might be known as a never-Woz-niacki. ";"2018-01-19 12:18:30";"AndrewGigacz";"954327201733685248";0;0;"AusOpen";FALSE;FALSE
"2911";"wow. I was sure Kontaveit would lose that all match. To be fair, Ostapenko gave it to her.. #ausopen";"2018-01-19 12:18:28";"WTAAddict";"954327194821582848";6;0;"ausopen";FALSE;FALSE
"2912";"2013 @AustralianOpen @ItfJunior Girls Semi-Finalist @AnettKontaveit defeats 2-time #AustralianOpen Junior Girls Quarterfinalist #JelenaOstapenko 6-3, 1-6, 6-3 tonight at @MCourtArena at the #AustralianOpen2018 2018 .";"2018-01-19 12:18:21";"saminedmonton";"954327164261814272";0;0;"AustralianOpen JelenaOstapenko AustralianOpen2018 AusOpen2018 AusOpen";FALSE;FALSE
